support,itemsets,n_items
0.1282051282051282,"keyword=asus, keyword=home, ram_bucket=unknown",3
0.1282051282051282,"cpu_family=i7, keyword=geforce, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",5
0.1282051282051282,"keyword=aspire, price_segment=budget, storage_bucket=128gb",3
0.1282051282051282,"cpu_family=i7, keyword=core, keyword=geforce, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",6
0.1282051282051282,"cpu_family=i7, keyword=core, keyword=geforce, keyword=home, ram_bucket=unknown, storage_bucket=128gb",6
0.1282051282051282,"keyword=core, keyword=geforce, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",5
0.1282051282051282,"keyword=aspire, price_segment=budget",2
0.1282051282051282,"keyword=core, keyword=home, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",5
0.1282051282051282,"keyword=core, price_segment=premium, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",5
0.1282051282051282,"keyword=core, keyword=home, price_segment=premium",3
0.1282051282051282,"keyword=core, price_segment=premium, rating_bucket=medium",3
0.1282051282051282,"keyword=core, keyword=home, price_segment=premium, storage_bucket=128gb",4
0.1282051282051282,"price_segment=premium, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",4
0.1282051282051282,"keyword=geforce, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",4
0.1282051282051282,"keyword=core, price_segment=premium, ram_bucket=unknown, rating_bucket=medium",4
0.1282051282051282,"keyword=core, price_segment=premium, rating_bucket=medium, storage_bucket=128gb",4
0.1282051282051282,"keyword=core, keyword=geforce, price_segment=premium, storage_bucket=128gb",4
0.1282051282051282,"keyword=geforce, price_segment=premium",2
0.11965811965811966,"cpu_family=i5, keyword=core, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.11965811965811966,"cpu_family=i5, keyword=home, storage_bucket=128gb",3
0.11965811965811966,"cpu_family=i5, keyword=home",2
0.11965811965811966,"cpu_family=i5, keyword=home, ram_bucket=unknown",3
0.11965811965811966,"cpu_family=i5, keyword=core, keyword=home",3
0.11965811965811966,"cpu_family=i3, ram_bucket=unknown, storage_bucket=128gb",3
0.11965811965811966,"cpu_family=i3, keyword=core",2
0.11965811965811966,"brand=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown, storage_bucket=128gb",5
0.11965811965811966,"keyword=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown",4
0.11965811965811966,"keyword=core, keyword=home, rating_bucket=medium, storage_bucket=128gb",4
0.11965811965811966,"keyword=core, keyword=linux, ram_bucket=unknown, storage_bucket=128gb",4
0.11965811965811966,"keyword=core, keyword=linux",2
0.11965811965811966,"keyword=core, keyword=geforce, price_segment=midrange, storage_bucket=128gb",4
0.11965811965811966,"keyword=core, keyword=geforce, keyword=home, rating_bucket=low",4
0.11965811965811966,"keyword=core, keyword=geforce, price_segment=midrange, ram_bucket=unknown",4
0.11965811965811966,"brand=acer, keyword=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown",5
0.11965811965811966,"keyword=core, keyword=home, ram_bucket=unknown, rating_bucket=medium",4
0.11965811965811966,"brand=acer, keyword=aspire, price_segment=budget, storage_bucket=128gb",4
0.11965811965811966,"brand=acer, keyword=acer, keyword=aspire, price_segment=budget",4
0.11965811965811966,"brand=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown",4
0.11965811965811966,"keyword=acer, keyword=aspire, price_segment=budget",3
0.11965811965811966,"keyword=geforce, price_segment=midrange, storage_bucket=128gb",3
0.11965811965811966,"keyword=geforce, keyword=home, rating_bucket=low",3
0.11965811965811966,"keyword=core, keyword=geforce, price_segment=midrange",3
0.11965811965811966,"keyword=geforce, price_segment=midrange, ram_bucket=unknown",3
0.11965811965811966,"keyword=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown, storage_bucket=128gb",5
0.11965811965811966,cpu_family=i3,1
0.11965811965811966,"cpu_family=i5, keyword=core, keyword=home, storage_bucket=128gb",4
0.11965811965811966,"cpu_family=i3, keyword=core, storage_bucket=128gb",3
0.11965811965811966,"cpu_family=i5, keyword=core, keyword=home, ram_bucket=unknown",4
0.11965811965811966,"cpu_family=i3, storage_bucket=128gb",2
0.11965811965811966,"cpu_family=i3, ram_bucket=unknown",2
0.11965811965811966,"keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",5
0.11965811965811966,"keyword=core, keyword=home, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",5
0.11965811965811966,"keyword=core, keyword=home, rating_bucket=medium",3
0.11965811965811966,"brand=acer, keyword=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown, storage_bucket=128gb",6
0.11965811965811966,"keyword=core, keyword=linux, ram_bucket=unknown",3
0.11965811965811966,"keyword=core, keyword=geforce, keyword=home, rating_bucket=low, storage_bucket=128gb",5
0.11965811965811966,"keyword=core, keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low",5
0.11965811965811966,"keyword=core, keyword=linux, storage_bucket=128gb",3
0.11965811965811966,"keyword=core, keyword=geforce, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",5
0.11965811965811966,"keyword=core, keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",6
0.11965811965811966,"keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low",4
0.11965811965811966,"keyword=geforce, keyword=home, rating_bucket=low, storage_bucket=128gb",4
0.11965811965811966,"keyword=geforce, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",4
0.11965811965811966,"keyword=geforce, price_segment=midrange",2
0.11965811965811966,"brand=acer, keyword=acer, keyword=aspire, price_segment=budget, storage_bucket=128gb",5
0.11965811965811966,"keyword=acer, keyword=aspire, price_segment=budget, storage_bucket=128gb",4
0.11965811965811966,"cpu_family=i3, keyword=core, ram_bucket=unknown, storage_bucket=128gb",4
0.11965811965811966,"cpu_family=i3, keyword=core, ram_bucket=unknown",3
0.11965811965811966,"cpu_family=i5, keyword=home, ram_bucket=unknown, storage_bucket=128gb",4
0.11965811965811966,"brand=acer, keyword=aspire, price_segment=budget",3
0.1111111111111111,"brand=dell, keyword=core, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=dell, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"brand=dell, cpu_family=i5, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=dell, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, keyword=dell",4
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, ram_bucket=unknown",4
0.1111111111111111,"cpu_family=i5, keyword=core, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",5
0.1111111111111111,"brand=dell, keyword=latitude",2
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=dell, ram_bucket=unknown",4
0.1111111111111111,"brand=dell, keyword=core, keyword=dell, keyword=latitude",4
0.1111111111111111,"brand=dell, keyword=core, keyword=latitude, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, keyword=core, keyword=latitude, ram_bucket=unknown",4
0.1111111111111111,"brand=asus, keyword=home",2
0.1111111111111111,"brand=acer, keyword=core, keyword=home, ram_bucket=unknown",4
0.1111111111111111,"brand=acer, keyword=core, keyword=home, storage_bucket=128gb",4
0.1111111111111111,"brand=acer, keyword=acer, keyword=core, keyword=home",4
0.1111111111111111,"brand=dell, cpu_family=i5",2
0.1111111111111111,"keyword=core, rating_bucket=high, storage_bucket=128gb",3
0.1111111111111111,"keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",3
0.1111111111111111,"keyword=asus, keyword=core, ram_bucket=unknown",3
0.1111111111111111,"keyword=acer, keyword=core, keyword=home",3
0.1111111111111111,"keyword=home, price_segment=midrange, rating_bucket=low",3
0.1111111111111111,"keyword=dell, keyword=latitude, storage_bucket=128gb",3
0.1111111111111111,"keyword=core, keyword=home, price_segment=midrange, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",6
0.1111111111111111,keyword=latitude,1
0.1111111111111111,"keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"keyword=acer, keyword=core, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"cpu_family=i7, price_segment=premium, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",5
0.1111111111111111,"keyword=asus, keyword=core, storage_bucket=128gb",3
0.1111111111111111,"keyword=core, keyword=dell, keyword=latitude",3
0.1111111111111111,"cpu_family=i7, keyword=core, price_segment=premium, rating_bucket=low, storage_bucket=128gb",5
0.1111111111111111,"cpu_family=i7, keyword=core, price_segment=premium, ram_bucket=unknown, rating_bucket=low",5
0.1111111111111111,"keyword=core, keyword=home, price_segment=midrange, ram_bucket=unknown, rating_bucket=low",5
0.1111111111111111,"cpu_family=i5, ram_bucket=unknown, rating_bucket=medium",3
0.1111111111111111,"cpu_family=i5, rating_bucket=medium, storage_bucket=128gb",3
0.1111111111111111,"cpu_family=i7, price_segment=premium, rating_bucket=low",3
0.1111111111111111,"keyword=core, ram_bucket=unknown, rating_bucket=high",3
0.1111111111111111,"keyword=dell, keyword=latitude, ram_bucket=unknown",3
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, storage_bucket=128gb",4
0.1111111111111111,"brand=asus, keyword=home, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"brand=asus, keyword=asus, keyword=home, ram_bucket=unknown",4
0.1111111111111111,"brand=asus, keyword=asus, keyword=home, storage_bucket=128gb",4
0.1111111111111111,"cpu_family=i5, keyword=core, keyword=dell, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"brand=dell, keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"cpu_family=i5, keyword=core, keyword=dell, ram_bucket=unknown",4
0.1111111111111111,"cpu_family=i5, keyword=core, keyword=dell, storage_bucket=128gb",4
0.1111111111111111,"cpu_family=i5, keyword=core, rating_bucket=medium",3
0.1111111111111111,"cpu_family=i5, keyword=core, keyword=dell",3
0.1111111111111111,"cpu_family=i5, keyword=dell, ram_bucket=unknown",3
0.1111111111111111,"cpu_family=i5, keyword=dell, storage_bucket=128gb",3
0.1111111111111111,"brand=dell, keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown",5
0.1111111111111111,"brand=dell, keyword=core, keyword=dell, keyword=latitude, storage_bucket=128gb",5
0.1111111111111111,"cpu_family=i5, keyword=dell",2
0.1111111111111111,"cpu_family=i5, rating_bucket=medium",2
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"brand=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, keyword=dell, keyword=latitude, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, keyword=dell, keyword=latitude, ram_bucket=unknown",4
0.1111111111111111,"cpu_family=i7, keyword=core, price_segment=premium, rating_bucket=low",4
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core",3
0.1111111111111111,"cpu_family=i5, keyword=core, ram_bucket=unknown, rating_bucket=medium",4
0.1111111111111111,"cpu_family=i5, keyword=core, rating_bucket=medium, storage_bucket=128gb",4
0.1111111111111111,"cpu_family=i5, keyword=dell, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"cpu_family=i5, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, keyword=dell, keyword=latitude",3
0.1111111111111111,"brand=dell, keyword=latitude, ram_bucket=unknown",3
0.1111111111111111,"brand=asus, keyword=asus, keyword=home",3
0.1111111111111111,"cpu_family=i7, price_segment=premium, ram_bucket=unknown, rating_bucket=low",4
0.1111111111111111,"brand=dell, cpu_family=i5, storage_bucket=128gb",3
0.1111111111111111,"brand=dell, keyword=core, keyword=latitude",3
0.1111111111111111,"brand=dell, cpu_family=i5, ram_bucket=unknown",3
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=dell",3
0.1111111111111111,"brand=asus, keyword=home, storage_bucket=128gb",3
0.1111111111111111,"keyword=asus, keyword=core, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"brand=asus, keyword=home, ram_bucket=unknown",3
0.1111111111111111,"brand=dell, keyword=latitude, storage_bucket=128gb",3
0.1111111111111111,"keyword=core, keyword=home, price_segment=midrange, rating_bucket=low",4
0.1111111111111111,"brand=acer, keyword=core, keyword=home",3
0.1111111111111111,"keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown",4
0.1111111111111111,"keyword=core, keyword=dell, keyword=latitude, storage_bucket=128gb",4
0.1111111111111111,"brand=acer, keyword=acer, keyword=core, keyword=home, ram_bucket=unknown",5
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, keyword=dell, ram_bucket=unknown",5
0.1111111111111111,"brand=acer, keyword=core, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"brand=acer, keyword=acer, keyword=core, keyword=home, storage_bucket=128gb",5
0.1111111111111111,"cpu_family=i7, price_segment=premium, rating_bucket=low, storage_bucket=128gb",4
0.1111111111111111,"keyword=acer, keyword=core, keyword=home, ram_bucket=unknown",4
0.1111111111111111,"keyword=acer, keyword=core, keyword=home, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, keyword=dell, storage_bucket=128gb",5
0.1111111111111111,"brand=asus, keyword=asus, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.1111111111111111,"keyword=latitude, ram_bucket=unknown",2
0.1111111111111111,"keyword=dell, keyword=latitude",2
0.1111111111111111,"keyword=latitude, storage_bucket=128gb",2
0.1111111111111111,"keyword=asus, keyword=core",2
0.1111111111111111,"keyword=home, price_segment=midrange, ram_bucket=unknown, rating_bucket=low",4
0.1111111111111111,"keyword=home, price_segment=midrange, rating_bucket=low, storage_bucket=128gb",4
0.1111111111111111,"keyword=core, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"keyword=core, keyword=latitude",2
0.1111111111111111,"keyword=core, rating_bucket=high",2
0.1111111111111111,"keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",4
0.1111111111111111,"keyword=core, ram_bucket=unknown, rating_bucket=high, storage_bucket=128gb",4
0.1111111111111111,"brand=dell, keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",6
0.1111111111111111,"brand=dell, cpu_family=i5, keyword=core, keyword=dell, ram_bucket=unknown, storage_bucket=128gb",6
0.1111111111111111,"cpu_family=i7, keyword=core, price_segment=premium, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",6
0.1111111111111111,"keyword=core, keyword=home, price_segment=midrange, rating_bucket=low, storage_bucket=128gb",5
0.1111111111111111,"keyword=core, keyword=latitude, ram_bucket=unknown",3
0.1111111111111111,"keyword=core, keyword=latitude, storage_bucket=128gb",3
0.1111111111111111,"keyword=home, price_segment=midrange, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",5
0.1111111111111111,"brand=acer, keyword=acer, keyword=core, keyword=home, ram_bucket=unknown, storage_bucket=128gb",6
0.10256410256410256,"keyword=geforce, keyword=home, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"brand=acer, keyword=acer, keyword=aspire, keyword=home, ram_bucket=unknown, storage_bucket=128gb",6
0.10256410256410256,"keyword=core, keyword=geforce, keyword=home, price_segment=midrange, storage_bucket=128gb",5
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",6
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",6
0.10256410256410256,"keyword=core, keyword=geforce, keyword=home, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",6
0.10256410256410256,"keyword=acer, rating_bucket=low",2
0.10256410256410256,"keyword=aspire, keyword=home",2
0.10256410256410256,"price_segment=budget, ram_bucket=unknown, rating_bucket=medium, storage_bucket=128gb",4
0.10256410256410256,"brand=acer, keyword=acer, keyword=aspire, keyword=home, ram_bucket=unknown",5
0.10256410256410256,"keyword=asus, rating_bucket=low",2
0.10256410256410256,"keyword=geforce, keyword=home, price_segment=midrange, ram_bucket=unknown",4
0.10256410256410256,"keyword=geforce, keyword=home, price_segment=midrange, storage_bucket=128gb",4
0.10256410256410256,"price_segment=budget, rating_bucket=medium",2
0.10256410256410256,"brand=acer, ram_bucket=unknown, rating_bucket=low",3
0.10256410256410256,"brand=acer, rating_bucket=low, storage_bucket=128gb",3
0.10256410256410256,"brand=asus, keyword=asus, keyword=core",3
0.10256410256410256,"brand=acer, keyword=acer, rating_bucket=low",3
0.10256410256410256,"keyword=asus, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",4
0.10256410256410256,"keyword=core, keyword=geforce, keyword=home, price_segment=midrange",4
0.10256410256410256,"brand=acer, keyword=acer, keyword=aspire, keyword=home, storage_bucket=128gb",5
0.10256410256410256,"brand=acer, keyword=acer, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",5
0.10256410256410256,"brand=acer, keyword=aspire, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"brand=asus, keyword=asus, keyword=core, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"keyword=acer, keyword=aspire, keyword=home, ram_bucket=unknown",4
0.10256410256410256,"keyword=acer, keyword=aspire, keyword=home, storage_bucket=128gb",4
0.10256410256410256,"keyword=acer, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",4
0.10256410256410256,"keyword=aspire, keyword=home, ram_bucket=unknown, storage_bucket=128gb",4
0.10256410256410256,"brand=acer, keyword=aspire, keyword=home",3
0.10256410256410256,"cpu_family=i7, keyword=home, price_segment=premium, ram_bucket=unknown",4
0.10256410256410256,"cpu_family=i7, keyword=home, price_segment=premium, storage_bucket=128gb",4
0.10256410256410256,"cpu_family=i7, keyword=home, ram_bucket=unknown, rating_bucket=low",4
0.10256410256410256,"cpu_family=i7, keyword=home, rating_bucket=low, storage_bucket=128gb",4
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, price_segment=premium",4
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, rating_bucket=low",4
0.10256410256410256,"brand=asus, keyword=core, ram_bucket=unknown",3
0.10256410256410256,"brand=asus, keyword=core, storage_bucket=128gb",3
0.10256410256410256,"cpu_family=i3, keyword=core, price_segment=budget, storage_bucket=128gb",4
0.10256410256410256,"cpu_family=i3, price_segment=budget, ram_bucket=unknown, storage_bucket=128gb",4
0.10256410256410256,"cpu_family=i3, keyword=core, price_segment=budget",3
0.10256410256410256,"cpu_family=i3, price_segment=budget, ram_bucket=unknown",3
0.10256410256410256,"cpu_family=i3, keyword=core, price_segment=budget, ram_bucket=unknown",4
0.10256410256410256,"cpu_family=i3, price_segment=budget",2
0.10256410256410256,"cpu_family=i3, keyword=core, price_segment=budget, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"brand=acer, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",4
0.10256410256410256,"brand=asus, keyword=asus, keyword=core, ram_bucket=unknown",4
0.10256410256410256,"brand=asus, keyword=asus, keyword=core, storage_bucket=128gb",4
0.10256410256410256,"brand=asus, keyword=core, ram_bucket=unknown, storage_bucket=128gb",4
0.10256410256410256,"cpu_family=i3, price_segment=budget, storage_bucket=128gb",3
0.10256410256410256,"brand=acer, keyword=acer, keyword=aspire, keyword=home",4
0.10256410256410256,"brand=acer, keyword=acer, ram_bucket=unknown, rating_bucket=low",4
0.10256410256410256,"brand=acer, keyword=acer, rating_bucket=low, storage_bucket=128gb",4
0.10256410256410256,"brand=acer, keyword=aspire, keyword=home, ram_bucket=unknown",4
0.10256410256410256,"brand=acer, keyword=aspire, keyword=home, storage_bucket=128gb",4
0.10256410256410256,"brand=asus, keyword=core",2
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, price_segment=premium, ram_bucket=unknown",5
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, price_segment=premium, storage_bucket=128gb",5
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, ram_bucket=unknown, rating_bucket=low",5
0.10256410256410256,"cpu_family=i7, keyword=core, keyword=home, rating_bucket=low, storage_bucket=128gb",5
0.10256410256410256,"price_segment=budget, ram_bucket=unknown, rating_bucket=medium",3
0.10256410256410256,"price_segment=budget, rating_bucket=medium, storage_bucket=128gb",3
0.10256410256410256,"cpu_family=i7, keyword=home, price_segment=premium",3
0.10256410256410256,"cpu_family=i7, keyword=home, rating_bucket=low",3
0.10256410256410256,"keyword=acer, keyword=aspire, keyword=home",3
0.10256410256410256,"keyword=acer, ram_bucket=unknown, rating_bucket=low",3
0.10256410256410256,"keyword=acer, rating_bucket=low, storage_bucket=128gb",3
0.10256410256410256,"keyword=aspire, keyword=home, ram_bucket=unknown",3
0.10256410256410256,"keyword=aspire, keyword=home, storage_bucket=128gb",3
0.10256410256410256,"keyword=geforce, keyword=home, price_segment=midrange",3
0.10256410256410256,"keyword=asus, ram_bucket=unknown, rating_bucket=low",3
0.10256410256410256,"keyword=asus, rating_bucket=low, storage_bucket=128gb",3
0.10256410256410256,"brand=acer, rating_bucket=low",2
0.10256410256410256,"cpu_family=i7, keyword=home, price_segment=premium, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"cpu_family=i7, keyword=home, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",5
0.10256410256410256,"keyword=acer, keyword=aspire, keyword=home, ram_bucket=unknown, storage_bucket=128gb",5
0.10256410256410256,"keyword=core, keyword=geforce, keyword=home, price_segment=midrange, ram_bucket=unknown",5
